ip,as_owner,country,reputation,asn,malicious,suspicious,undetected,harmless,status
151.236.193.34,Smartnet Too,KZ,0,43994.0,0,0,89,0,unknown
84.117.23.192,Vodafone Romania S.A.,RO,0,12302.0,0,0,89,0,unknown
79.215.136.187,Deutsche Telekom AG,DE,0,3320.0,0,0,89,0,unknown
54.192.198.217,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
54.192.98.201,AMAZON-02,US,0,16509.0,0,0,24,65,benign
175.157.73.111,Dialog Axiata PLC.,LK,0,18001.0,0,0,89,0,unknown
201.3.141.92,V tal,BR,0,8167.0,0,0,89,0,unknown
88.221.134.155,Akamai International B.V.,GB,0,20940.0,0,0,25,64,benign
23.60.69.71,Akamai International B.V.,SE,0,20940.0,0,0,89,0,unknown
217.160.250.254,IONOS SE,DE,0,8560.0,0,0,89,0,unknown
69.180.90.191,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
185.52.183.230,Bredband2 AB,SE,0,29518.0,0,0,89,0,unknown
5.34.22.172,TNS-Plus LLP,KZ,0,197556.0,0,0,89,0,unknown
107.20.193.182,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
37.193.132.207,Novotelecom Ltd,RU,0,31200.0,0,0,89,0,unknown
74.125.6.52,GOOGLE,US,0,15169.0,0,0,89,0,unknown
151.56.222.49,Wind Tre S.p.A.,IT,0,1267.0,0,0,89,0,unknown
64.233.161.95,GOOGLE,US,0,15169.0,0,0,23,66,benign
41.79.11.138,FON,KE,0,37305.0,0,0,89,0,unknown
97.95.220.149,CHARTER-20115,US,0,20115.0,0,0,89,0,unknown
37.252.170.163,ASN-APPNEX,DE,0,29990.0,0,0,89,0,unknown
94.180.139.107,JSC ER-Telecom Holding,RU,0,41668.0,0,0,89,0,unknown
180.183.27.224,Triple T Broadband Public Company Limited,TH,0,45758.0,0,0,89,0,unknown
41.44.66.143,TE Data,EG,0,8452.0,0,0,89,0,unknown
212.7.200.15,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,89,0,unknown
64.233.164.155,GOOGLE,US,0,15169.0,0,0,23,66,benign
178.151.117.205,Content Delivery Network Ltd,UA,0,13188.0,0,0,89,0,unknown
87.100.158.11,DNA Oyj,FI,0,16086.0,0,0,89,0,unknown
185.31.17.238,,FI,0,,0,0,89,0,unknown
200.109.208.252,"CANTV Servicios, Venezuela",VE,0,8048.0,0,0,89,0,unknown
185.31.17.192,,FI,0,,0,0,25,64,benign
54.186.236.53,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
54.175.214.91,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
23.63.98.9,Akamai International B.V.,US,0,21342.0,0,0,89,0,unknown
54.154.46.147,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
130.204.89.233,A1 Bulgaria EAD,BG,0,13124.0,0,0,89,0,unknown
195.154.127.155,Scaleway S.a.s.,FR,0,12876.0,0,0,89,0,unknown
95.172.71.42,Unitas Global Ltd,GB,0,48910.0,0,0,89,0,unknown
23.78.33.80,AKAMAI-AS,DK,0,16625.0,0,0,89,0,unknown
88.221.120.158,Akamai International B.V.,GB,0,20940.0,0,0,89,0,unknown
37.252.163.172,ASN-APPNEX,NL,0,29990.0,0,0,89,0,unknown
54.230.0.254,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
74.125.170.143,GOOGLE,US,0,15169.0,0,0,89,0,unknown
46.51.180.155,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
46.236.64.59,Bredband2 AB,SE,0,29518.0,0,0,89,0,unknown
37.252.162.201,ASN-APPNEX,NL,0,29990.0,0,0,89,0,unknown
90.149.107.51,Sony Network Communications Inc.,JP,0,2527.0,0,0,89,0,unknown
209.107.214.119,NETPROTECT-SP,US,0,54203.0,0,0,89,0,unknown
130.117.252.162,BLUEARCHIVE-ZONE-1,NL,0,395717.0,0,0,89,0,unknown
54.239.168.171,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
109.190.58.97,OVH SAS,FR,0,35540.0,0,0,89,0,unknown
184.28.180.246,AKAMAI-AS,DE,0,16625.0,0,0,89,0,unknown
104.109.54.36,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
88.221.15.58,Akamai International B.V.,NL,0,20940.0,0,0,26,63,benign
213.110.80.3,Telenet SIA,LV,0,24589.0,0,0,89,0,unknown
176.110.0.253,Lanet Network Ltd,UA,0,41911.0,0,0,89,0,unknown
71.174.164.184,UUNET,US,0,701.0,0,0,89,0,unknown
216.58.211.174,GOOGLE,US,0,15169.0,1,0,22,66,benign
88.199.128.23,Szechinski Krzysztof - HARDSOFT,PL,0,200176.0,0,0,89,0,unknown
125.164.29.163,PT Telekomunikasi Indonesia,ID,0,7713.0,0,0,89,0,unknown
112.5.236.220,"China Mobile Communications Group Co., Ltd.",CN,0,9808.0,0,0,89,0,unknown
59.89.124.114,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
52.24.12.116,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
49.173.80.211,LG POWERCOMM,KR,0,17858.0,0,0,89,0,unknown
74.125.206.132,GOOGLE,US,0,15169.0,0,0,23,66,benign
5.166.191.55,JSC ER-Telecom Holding,RU,0,12768.0,0,0,89,0,unknown
178.67.199.134,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
117.213.52.193,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
72.200.59.26,ASN-CXA-ALL-CCI-22773-RDC,US,0,22773.0,0,0,89,0,unknown
201.211.105.211,"CANTV Servicios, Venezuela",VE,0,8048.0,0,0,89,0,unknown
46.166.188.210,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
177.205.66.134,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
82.165.124.70,IONOS SE,DE,0,8560.0,0,0,89,0,unknown
173.194.112.44,GOOGLE,US,0,15169.0,0,0,89,0,unknown
63.251.240.12,SINGLEHOP-LLC,US,0,32475.0,0,0,25,64,benign
54.192.98.215,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
173.194.67.156,GOOGLE,US,0,15169.0,0,0,89,0,unknown
195.93.42.2,YAHOO-1,US,0,10310.0,0,0,89,0,unknown
54.247.126.12,AMAZON-02,,0,16509.0,0,0,89,0,unknown
84.113.168.68,T-Mobile Austria GmbH,AT,0,8412.0,0,0,89,0,unknown
217.79.188.53,myLoc managed IT AG,DE,0,24961.0,0,0,23,66,benign
86.185.136.142,British Telecommunications PLC,GB,0,2856.0,0,0,89,0,unknown
1.186.132.235,,GB,0,,0,0,89,0,unknown
176.198.136.122,Vodafone GmbH,DE,0,3209.0,0,0,89,0,unknown
195.22.112.72,Lviv Polytechnic National University,UA,0,24893.0,0,0,89,0,unknown
54.229.84.201,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
223.29.204.66,MEGHBELA BROADBAND,IN,0,45804.0,0,0,89,0,unknown
216.58.219.228,GOOGLE,US,0,15169.0,0,0,89,0,unknown
184.86.88.237,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
23.97.208.18,MICROSOFT-CORP-MSN-AS-BLOCK,NL,0,8075.0,0,0,22,67,benign
87.228.167.116,Cyprus Telecommunications Authority,CY,0,6866.0,0,0,89,0,unknown
41.202.168.28,,SD,0,,0,0,89,0,unknown
2.20.189.57,Akamai International B.V.,DE,0,20940.0,0,0,89,0,unknown
174.2.77.239,SHAW,CA,0,6327.0,0,0,89,0,unknown
37.16.156.70,"Etihad Etisalat, a joint stock company",SA,0,35819.0,0,0,89,0,unknown
37.252.163.199,ASN-APPNEX,NL,0,29990.0,0,0,89,0,unknown
187.115.194.236,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
39.36.48.221,Pakistan Telecommunication Company Limited,PK,0,17557.0,1,0,25,63,benign
104.156.81.129,FASTLY,US,0,54113.0,0,0,25,64,benign
59.88.187.31,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
188.93.174.98,LU-CIX Management GIE,LU,0,210834.0,0,0,89,0,unknown
191.223.69.6,V tal,BR,0,8167.0,0,0,89,0,unknown
173.194.45.40,GOOGLE,US,0,15169.0,0,0,24,65,benign
188.212.197.78,Massive Telecom SRL,RO,0,35267.0,0,0,89,0,unknown
105.154.222.89,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
149.126.72.43,INCAPSULA,NL,0,19551.0,0,0,89,0,unknown
74.70.95.198,TWC-11351-NORTHEAST,US,0,11351.0,0,0,89,0,unknown
194.122.81.52,GTT Communications Inc.,US,0,3257.0,0,0,89,0,unknown
54.231.14.156,,US,0,,0,0,89,0,unknown
194.122.81.45,GTT Communications Inc.,US,0,3257.0,0,0,89,0,unknown
216.58.213.97,GOOGLE,US,0,15169.0,0,0,89,0,unknown
188.114.157.83,Norlys Fibernet A/S,DK,0,43557.0,0,0,89,0,unknown
68.64.55.85,MPDCOL,US,0,19528.0,0,0,89,0,unknown
198.91.141.27,DISTRIBUTEL-AS11814,CA,0,11814.0,0,0,89,0,unknown
189.179.109.26,UNINET,MX,0,8151.0,0,0,89,0,unknown
54.235.180.102,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
85.122.30.3,Alexandru Ioan Cuza University,RO,0,12675.0,0,0,89,0,unknown
199.16.172.111,AUTOMATTIC,US,0,2635.0,0,0,24,65,benign
93.123.150.125,Information and Communication Technologies LLC,RU,0,35539.0,0,0,89,0,unknown
2.16.162.51,Akamai International B.V.,ZA,0,20940.0,0,0,89,0,unknown
100.13.191.245,,US,0,,0,0,89,0,unknown
140.98.193.169,IEEE,US,0,13462.0,0,0,89,0,unknown
184.166.50.218,BRESNAN-33588,US,0,33588.0,0,0,89,0,unknown
74.119.117.84,,US,0,,0,0,89,0,unknown
54.83.25.6,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
31.179.16.37,Liberty Global B.V.,PL,0,6830.0,0,0,89,0,unknown
173.194.113.53,GOOGLE,US,0,15169.0,0,0,89,0,unknown
185.31.158.191,"Infocomunicacoes, S.A.",PT,0,9186.0,0,0,89,0,unknown
173.194.112.183,GOOGLE,US,0,15169.0,0,0,89,0,unknown
94.241.8.180,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
108.89.33.52,ATT-INTERNET4,US,0,7018.0,0,0,89,0,unknown
179.184.184.112,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
208.117.254.42,YOUTUBE,US,0,36040.0,0,0,89,0,unknown
93.115.95.216,Voxility LLP,GB,0,3223.0,2,0,22,65,benign
52.72.55.174,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
23.63.98.92,Akamai International B.V.,US,0,21342.0,0,0,89,0,unknown
73.168.236.245,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
185.66.140.202,KnownSRV Ltd.,BZ,0,200514.0,0,0,89,0,unknown
177.124.148.51,X-PC Telecom Ltda,BR,0,52625.0,0,0,89,0,unknown
23.195.72.154,AKAMAI-AS,US,0,35994.0,0,0,89,0,unknown
95.77.145.132,Vodafone Romania S.A.,RO,0,12302.0,0,0,89,0,unknown
95.100.248.137,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
77.145.134.43,Societe Francaise Du Radiotelephone - SFR SA,FR,0,15557.0,0,0,89,0,unknown
173.194.112.79,GOOGLE,US,0,15169.0,0,0,89,0,unknown
185.21.216.153,Feral.io Ltd,GB,0,200052.0,2,0,22,65,benign
173.194.220.155,GOOGLE,US,0,15169.0,0,0,33,56,benign
88.18.176.233,Telefonica De Espana S.a.u.,ES,0,3352.0,0,0,89,0,unknown
23.78.115.111,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
66.102.1.154,GOOGLE,US,0,15169.0,0,0,22,67,benign
82.205.17.182,Palestine Telecommunications Company (PALTEL),PS,0,12975.0,1,0,23,65,benign
54.152.153.253,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
179.192.171.155,V tal,BR,0,7738.0,0,0,89,0,unknown
93.184.221.133,EDGECAST,GB,0,15133.0,0,0,22,67,benign
81.38.221.121,Telefonica De Espana S.a.u.,ES,0,3352.0,0,0,89,0,unknown
64.233.166.95,GOOGLE,US,0,15169.0,0,0,22,67,benign
136.243.19.137,Hetzner Online GmbH,DE,0,24940.0,0,0,89,0,unknown
54.210.188.168,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
82.196.1.166,DIGITALOCEAN-ASN,NL,0,14061.0,0,0,89,0,unknown
188.54.153.91,Saudi Telecom Company JSC,SA,0,25019.0,0,0,25,64,benign
54.235.121.3,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
124.124.18.101,Reliance Communications Ltd.DAKC MUMBAI,IN,0,18101.0,0,0,89,0,unknown
31.13.77.12,FACEBOOK,IE,0,32934.0,0,0,89,0,unknown
173.194.40.100,GOOGLE,US,0,15169.0,0,0,25,64,benign
64.233.186.94,GOOGLE,US,0,15169.0,0,0,24,65,benign
188.27.20.194,RCS & RDS,RO,0,8708.0,0,0,89,0,unknown
37.252.170.97,ASN-APPNEX,DE,0,29990.0,0,0,89,0,unknown
23.222.28.74,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
54.230.6.86,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
187.41.131.183,V tal,BR,0,7738.0,0,0,89,0,unknown
185.11.125.107,INCAPSULA,US,0,19551.0,0,0,25,64,benign
188.120.154.169,XFone 018 Ltd,IL,0,47956.0,0,0,89,0,unknown
173.194.45.47,GOOGLE,US,0,15169.0,0,0,89,0,unknown
23.206.26.28,AKAMAI-AS,JP,0,16625.0,0,0,89,0,unknown
173.194.113.131,GOOGLE,US,0,15169.0,1,0,22,66,benign
74.101.162.162,UUNET,US,0,701.0,0,0,89,0,unknown
113.158.113.23,KDDI CORPORATION,JP,0,2516.0,0,0,89,0,unknown
189.19.214.51,TELEFONICA BRASIL S.A,BR,0,27699.0,0,0,89,0,unknown
216.239.120.246,CBSI-1,US,0,6623.0,0,0,89,0,unknown
46.166.190.189,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
79.214.207.23,Deutsche Telekom AG,DE,0,3320.0,0,0,89,0,unknown
190.226.8.34,Telecom Argentina S.A.,AR,0,7303.0,0,0,89,0,unknown
52.87.255.172,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
95.101.78.209,Akamai International B.V.,NL,0,20940.0,0,0,21,68,benign
23.34.180.136,AKAMAI-AS,NL,0,16625.0,0,0,89,0,unknown
130.211.103.172,GOOGLE-CLOUD-PLATFORM,BE,0,396982.0,0,0,89,0,unknown
176.126.252.11,INVITE Systems SRL,RO,0,60118.0,3,0,23,63,benign
54.76.252.186,AMAZON-02,IE,0,16509.0,0,0,30,59,benign
60.25.90.97,CHINA UNICOM China169 Backbone,CN,0,4837.0,0,0,89,0,unknown
69.25.24.26,INTERNAP-BLK,US,0,10913.0,0,0,89,0,unknown
52.1.48.59,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
74.125.239.55,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.197.250.167,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
88.135.130.161,Telenet SIA,LV,0,24589.0,0,0,89,0,unknown
173.194.45.42,GOOGLE,US,0,15169.0,0,0,25,64,benign
121.54.44.95,"Smart Broadband, Inc.",PH,0,10139.0,0,0,89,0,unknown
41.207.160.92,"TOGOTEL-AS TogoTelecom, Togo",TG,0,24691.0,0,0,89,0,unknown
173.194.112.162,GOOGLE,US,0,15169.0,0,0,89,0,unknown
62.75.176.183,PlusServer GmbH,FR,0,61157.0,0,0,89,0,unknown
23.65.29.26,Akamai International B.V.,DK,0,20940.0,0,0,89,0,unknown
74.125.226.59,GOOGLE,US,0,15169.0,0,0,89,0,unknown
23.60.69.168,Akamai International B.V.,SE,0,20940.0,0,0,89,0,unknown
82.171.196.126,KPN B.V.,NL,0,1136.0,0,0,89,0,unknown
39.36.167.24,Pakistan Telecommunication Company Limited,PK,0,17557.0,0,0,89,0,unknown
202.142.69.118,INDINET SERVICE PRIVATE LIMITED,IN,0,132115.0,0,0,89,0,unknown
92.249.232.71,DIGI Tavkozlesi es Szolgaltato Kft.,HU,0,20845.0,0,0,89,0,unknown
118.71.223.240,FPT Telecom Company,VN,0,18403.0,0,0,89,0,unknown
23.222.28.73,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
54.192.130.168,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
99.104.124.67,ATT-INTERNET4,US,0,7018.0,0,0,89,0,unknown
54.225.131.235,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
199.16.156.9,TWITTER,US,0,13414.0,0,0,89,0,unknown
187.115.226.229,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
52.3.188.193,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
54.152.110.41,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
201.25.235.93,V tal,BR,0,8167.0,0,0,89,0,unknown
54.239.168.14,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
37.252.170.137,ASN-APPNEX,DE,0,29990.0,0,0,89,0,unknown
37.6.252.72,Nova Telecommunications & Media Single Member S.A,GR,0,25472.0,0,0,89,0,unknown
104.69.123.166,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
90.151.153.218,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
104.71.241.86,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
49.206.17.116,,IN,0,,0,0,42,47,unknown
67.188.3.162,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
75.1.179.201,ATT-INTERNET4,US,0,7018.0,0,0,89,0,unknown
185.86.137.52,SmartAdServer SAS,FR,0,201081.0,0,0,89,0,unknown
85.219.11.227,"Vodafone Ono, S.A.",ES,0,6739.0,0,0,89,0,unknown
151.56.104.131,Wind Tre S.p.A.,IT,0,1267.0,0,0,89,0,unknown
176.110.225.56,Novoe Kabelnoe Television Ltd.,RU,0,31028.0,0,0,89,0,unknown
41.254.9.182,General Post and Telecommunication Company,LY,0,21003.0,0,0,89,0,unknown
174.129.226.88,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
54.77.88.146,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
109.66.130.25,Bezeq International Ltd.,IL,0,8551.0,0,0,89,0,unknown
173.194.112.27,GOOGLE,US,0,15169.0,0,0,89,0,unknown
37.252.170.180,ASN-APPNEX,DE,0,29990.0,0,0,89,0,unknown
91.103.79.78,JSC Rosin.telekom,RU,0,24689.0,0,0,89,0,unknown
89.28.64.50,StarNet Solutii SRL,MD,0,31252.0,0,0,89,0,unknown
173.194.116.43,GOOGLE,US,0,15169.0,0,0,89,0,unknown
62.210.72.164,Scaleway S.a.s.,FR,0,12876.0,0,0,89,0,unknown
218.191.65.72,HGC Global Communications Limited,HK,0,9304.0,0,0,89,0,unknown
84.61.108.60,Vodafone GmbH,DE,0,3209.0,0,0,89,0,unknown
203.192.210.73,ONEOTT INTERTAINMENT LIMITED,IN,0,17665.0,0,0,24,65,benign
88.140.234.137,Societe Francaise Du Radiotelephone - SFR SA,FR,0,15557.0,0,0,89,0,unknown
156.196.181.145,TE Data,EG,0,8452.0,0,0,89,0,unknown
103.36.79.249,Wow Solutions and Systems Pvt Ltd,IN,0,133590.0,0,0,89,0,unknown
50.179.129.70,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
101.191.17.36,Telstra Corporation Ltd,AU,0,1221.0,0,0,52,37,unknown
37.252.162.224,ASN-APPNEX,NL,0,29990.0,0,0,89,0,unknown
177.100.83.28,Claro NXT Telecomunicacoes Ltda,BR,0,28573.0,0,0,89,0,unknown
80.239.148.138,Arelion Sweden AB,NL,0,1299.0,0,0,89,0,unknown
41.225.202.231,GLOBALNET-AS,TN,0,37671.0,0,0,89,0,unknown
173.194.121.5,GOOGLE,US,0,15169.0,0,0,89,0,unknown
88.87.3.87,Vivacom Bulgaria EAD,BG,0,34754.0,0,0,89,0,unknown
54.192.198.79,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
216.58.209.132,GOOGLE,US,0,15169.0,0,0,28,61,benign
198.232.124.148,UNITAS,US,0,1828.0,0,0,89,0,unknown
74.125.133.102,GOOGLE,US,0,15169.0,0,0,89,0,unknown
93.74.204.3,,UA,0,,0,0,89,0,unknown
111.92.65.92,Cable ISP in India,IN,0,17465.0,0,0,89,0,unknown
216.52.2.60,SINGLEHOP-LLC,US,0,32475.0,0,0,89,0,unknown
200.89.121.123,Metrotel SA ESP,CO,0,8163.0,0,0,89,0,unknown
216.58.214.230,GOOGLE,US,0,15169.0,0,0,89,0,unknown
83.149.70.151,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,89,0,unknown
84.150.97.16,Deutsche Telekom AG,DE,0,3320.0,0,0,89,0,unknown
31.13.91.2,FACEBOOK,BR,0,32934.0,0,0,24,65,benign
37.239.68.49,Hulum Almustakbal Company for Communication Engineering and Services Ltd,IQ,0,203214.0,0,0,25,64,benign
157.192.177.169,"Rakuten Mobile Network, Inc.",JP,0,138384.0,0,0,89,0,unknown
89.180.150.227,"Nos Comunicacoes, S.A.",PT,0,2860.0,0,0,88,1,unknown
173.194.116.42,GOOGLE,US,0,15169.0,0,0,89,0,unknown
104.94.164.25,AKAMAI-AS,AR,0,16625.0,0,0,89,0,unknown
86.42.134.252,Eir Broadband,IE,0,5466.0,0,0,89,0,unknown
104.155.53.183,GOOGLE-CLOUD-PLATFORM,BE,0,396982.0,0,0,89,0,unknown
196.206.135.139,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
124.163.209.138,CHINA UNICOM China169 Backbone,CN,0,4837.0,0,0,89,0,unknown
196.253.61.2,PUKNET,ZA,0,8094.0,0,0,89,0,unknown
54.192.28.151,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
159.8.86.228,SOFTLAYER,FR,0,36351.0,0,0,89,0,unknown
198.41.215.184,CLOUDFLARENET,,0,13335.0,0,0,89,0,unknown
208.167.254.210,AS-CHOOPA,US,0,20473.0,0,0,89,0,unknown
95.211.100.158,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,89,0,unknown
54.230.192.241,AMAZON-02,US,0,16509.0,0,0,24,65,benign
69.171.239.36,FACEBOOK,US,0,32934.0,0,0,89,0,unknown
200.3.22.63,ESPACO DIGITAL,BR,0,52689.0,0,0,89,0,unknown
81.210.91.242,Netia SA,PL,0,12741.0,0,0,89,0,unknown
193.71.119.225,Globalconnect As,NO,0,2116.0,0,0,89,0,unknown
104.71.208.48,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
63.140.35.162,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
5.197.227.162,AG Telekom MMC.,AZ,0,57293.0,0,0,89,0,unknown
87.217.164.49,Orange Espagne SA,ES,0,12479.0,0,0,89,0,unknown
109.201.59.117,Kar-Tel LLC,KZ,0,21299.0,0,0,89,0,unknown
46.166.186.249,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
121.54.44.92,"Smart Broadband, Inc.",PH,0,10139.0,0,0,89,0,unknown
117.201.188.3,National Internet Backbone,IN,0,9829.0,0,0,89,0,unknown
216.24.87.150,LUMOS,US,0,7795.0,0,0,89,0,unknown
41.44.123.51,TE Data,EG,0,8452.0,0,0,89,0,unknown
23.60.69.111,Akamai International B.V.,SE,0,20940.0,0,0,89,0,unknown
46.20.120.59,COGECO-PEER1,GB,0,13768.0,0,0,89,0,unknown
37.58.52.21,Leaseweb Deutschland GmbH,DE,0,28753.0,0,0,89,0,unknown
63.135.172.251,ATNL-3-46295,US,0,46295.0,0,0,89,0,unknown
91.215.100.39,INFOnline GmbH,DE,0,43407.0,0,0,24,65,benign
5.9.7.228,Hetzner Online GmbH,DE,0,24940.0,0,0,89,0,unknown
173.194.67.95,GOOGLE,US,0,15169.0,0,0,23,66,benign
74.125.226.35,GOOGLE,US,0,15169.0,0,0,89,0,unknown
80.252.91.41,Equinix (EMEA) Acquisition Enterprises B.V.,NL,-1,15830.0,0,0,89,0,unknown
173.194.112.140,GOOGLE,US,0,15169.0,0,0,89,0,unknown
121.73.50.50,One New Zealand Group Limited,NZ,0,4768.0,0,0,89,0,unknown
173.194.65.104,GOOGLE,US,0,15169.0,0,0,24,65,benign
193.0.160.218,ROCKETFUEL,US,0,54312.0,0,0,89,0,unknown
81.98.119.30,Virgin Media,GB,0,5089.0,0,0,89,0,unknown
173.194.113.79,GOOGLE,US,0,15169.0,0,0,89,0,unknown
74.125.232.102,GOOGLE,US,0,15169.0,0,0,89,0,unknown
52.72.155.36,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
86.160.4.163,British Telecommunications PLC,GB,0,2856.0,0,0,89,0,unknown
37.187.101.17,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
89.103.135.54,Vodafone Czech Republic a.s.,CZ,0,16019.0,0,0,89,0,unknown
54.239.22.213,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
86.235.145.154,Orange,FR,0,3215.0,0,0,89,0,unknown
37.11.150.50,Orange Espagne SA,ES,0,12479.0,0,0,89,0,unknown
216.58.211.74,GOOGLE,US,0,15169.0,0,0,89,0,unknown
173.194.116.154,GOOGLE,US,0,15169.0,0,0,89,0,unknown
52.18.163.110,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
52.30.58.217,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
5.39.39.167,OVH SAS,FR,0,16276.0,0,0,32,57,benign
216.58.209.142,GOOGLE,US,0,15169.0,0,0,23,66,benign
136.243.51.223,Hetzner Online GmbH,DE,0,24940.0,0,0,89,0,unknown
216.58.208.238,GOOGLE,US,0,15169.0,0,0,23,66,benign
92.170.160.158,Orange,FR,0,3215.0,0,0,89,0,unknown
83.43.235.62,Telefonica De Espana S.a.u.,ES,0,3352.0,0,0,89,0,unknown
62.10.139.24,MICROSOFT-CORP-MSN-AS-BLOCK,IT,0,8070.0,0,0,89,0,unknown
54.192.54.60,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
54.240.190.231,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
54.192.131.73,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
173.194.46.33,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.154.241.173,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
54.239.168.28,AMAZON-02,US,0,16509.0,0,0,24,65,benign
78.34.162.134,NetCologne Gesellschaft fur Telekommunikation mbH,DE,0,8422.0,0,0,89,0,unknown
173.194.116.64,GOOGLE,US,0,15169.0,0,0,25,64,benign
197.37.24.225,TE Data,EG,0,8452.0,0,0,89,0,unknown
91.121.109.178,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
82.76.207.74,RCS & RDS,RO,0,8708.0,0,0,89,0,unknown
74.125.232.127,GOOGLE,US,0,15169.0,0,0,89,0,unknown
212.91.241.66,DNS:NET Internet Service GmbH,DE,0,15366.0,0,0,89,0,unknown
87.247.73.109,UAB Cgates,LT,0,21412.0,0,0,89,0,unknown
204.154.110.154,DOUBLE-VERIFY,US,0,36062.0,0,0,89,0,unknown
73.193.83.227,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
64.233.164.102,GOOGLE,US,0,15169.0,0,0,23,66,benign
104.16.27.235,CLOUDFLARENET,,0,13335.0,0,0,89,0,unknown
46.236.127.234,Bredband2 AB,SE,0,29518.0,0,0,89,0,unknown
86.127.134.27,RCS & RDS,RO,0,8708.0,0,0,89,0,unknown
202.142.91.85,INDINET SERVICE PRIVATE LIMITED,IN,0,132115.0,0,0,89,0,unknown
185.31.19.249,,GB,0,,0,0,89,0,unknown
54.192.55.29,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
