text,label
"Threat actors also dropped procdump.exe and procdump64.exe on multiple workstations remotely, dumped LSASS, and deleted them from the ProgramData folder:",T1027
whoami,T1033
C :\Windows\system32\cmd.exe /C she will whoami /all,T1033
the win32 function CreateServiceA was used by the malware,T1106
The account used to perform this lateral movement,T1078
Threat actors executed this tool on patient 0 with low-level privileges multiple times,T1078
"The threat actor then deployed Anydesk, which was the only observed persistence mechanism used during the intrusion.",T1219
they accessed the server via Anydesk.,T1219
AnyDesk and its installation as a service was used,T1219
"AnyDesk logs, %ProgramData%\AnyDesk\ad_svc.trace and %AppData%\AnyDesk\ad.trace, show that it was used during Day 1 and Day 7 of this intrusion",T1219
"The threat actors managed to get access to the beachhead host after the successful execution of a lnk file within an ISO, which are usually distributed through email campaigns.",T1566.001
Threat actors also created a remote thread in svchost.exe,T1055
"Right after its execution, the wab.exe process created two remote threads in order to inject code into explorer.exe and rundll32.exe:",T1055
the service account password was weak and cracked offline by threat actors.,T1110
Named pipes were created in order to establish communication between CS processes,T1090
Named piped are commonly used by Cobalt Strike perform various techniques.,T1090
used CMD-based scripts,T1059.003
CMD-based scripts,T1059.003
CMD-based scripts,T1059.003
gets executed via the “SHELLEXECUTE”.,T1059.003
The first .CMD file set seen to use AutoIt in its execution,T1059.003
Each email has an HTML attachment.,T1566.001
"The email text employs scare tactics, such as evidence of a traffic violation, prompting the user to open the HTML attachment",T1566.001
prompting the user to open the HTML attachment,T1204.002
contains some junk code and data in HEX format.,T1027
The data blob in HEX decodes,T1140
slightly obfuscated URL address,T1027
two base64 encoded data blobs and code instructions for its execution.,T1027
base64 data block execution,T1027
The first base64 data blob,T1027
All data is then sent back to the attacker's C2,T1041
the attacker's C2 via the HTTP POST method.,T1071.001
The C2 is constructed with the victim's enumerated data,T1005
"extract sensitive information,",T1005
operating system version,T1082
OS architecture (x86 or x64),T1082
keyboard layout,T1082
Opening the attached “multa_de_transito_502323.html” file triggers the embedded JavaScript,T1027
download a “.VBS” file,T1105
It proceeds by downloading the “sqlite3.dll” file,T1105
"to steal Outlook data such as server, user, and password from POP3, SMPT, and IMAP registry keys",T1012
exploiting vulnerable web-facing devices,T1190
"exfiltrate proprietary or confidential information,",T1005
decrypting a shellcode,T1140
starts by decrypting its initial configuration data,T1140
It starts its code by decrypting its initial configuration,T1140
the code of the decryption algorithm used by RedLine Stealer to decrypt its initial configuration data,T1140
Once the initial configuration data has been decrypted,T1140
to decrypt the password stored,T1140
"Once the master key is decrypted,",T1140
to decrypt it using AES GCM algorithm,T1140
The decrypted password,T1140
Try to disable Windows Defender service “WinDefend”,T1562.001
Try to disable Tamper Protection settings of Windows Defender,T1562.001
"Try to Disable AntiSpyware, Real Time Protection and notification of Windows Defender.",T1562.001
"Disable Windows update services such as (“wuauserv”, “WaaSMedicSvc”, “UsoSvc”)",T1562.001
Disable Automatic Update and change Windows configurations related to Windows Update,T1562.001
which is often encoded or encrypted to prevent detection,T1027
combination of Base64 and XOR functions.,T1027
The master key is encoded with Base64 and encrypted,T1027
to grab the encoded and encrypted master key,T1027
it will parse the AES IV (Initialization vector) and the encrypted password,T1027
to steal information from the compromised or targeted host,T1005
has the ability to collect or extract various types of system information from a targeted or compromised computer,T1082
func_GetHostSerialNumber(),T1082
host serial number,T1082
"Retrieves system default language, timezone and OS version",T1082
"Get processor information of the compromised host by executing ""SELECT * FROM Win32_Processor""",T1082
func_GetProcessor(),T1082
func_GetLanguageTimeZoneOsVersion(),T1082
func_GetGraphicCards,T1082
"Get AdapterRAM and Graphic Card Name and type by executing ""root\\CIMV2"", ""SELECT * FROM Win32_VideoController""",T1082
func_GetTotalRAM(),T1082
"Get the total RAM size of compromised host by executing ""SELECT * FROM Win32_OperatingSystem"" and look for ""TotalVisibleMemorySize""",T1082
"Retrieve the user domain name, username",T1033
Get the user name of the compromised host,T1033
func_GetUserName(),T1033
"Parse firewall and Anti Virus Product install in the compromised host by running ""SELECT * FROM ROOT\\SecurityCenter2"" ""SELECT * FROM ROOT\\SecurityCenter"" ""SELECT * FROM AntivirusProduct"" ""SELECT * FROM FirewallProduct"" ""SELECT * FROM AntiSpyWareProduct""",T1518.001
func_GetFirewalls(),T1518.001
func_ListProcesses(),T1057
Retrieve process list and process information by running 'SELECT * FROM Win32_Process',T1057
Screen Capture,T1113
func_ScanScreen() is the one responsible for this screen capture capability,T1113
has a functionality to capture a screenshot of the targeted or compromised host as part of its data collection and exfiltration,T1113
uses .NET Graphics class CopyFromScreen Function() to transfer a bit block of color data from the screen to the Graphic drawing surface that will be saved in memory stream for data exfiltration.,T1113
Parse all installed application in the compromised host by querying 'SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall' registry,T1012
"Parse browser application and browser version installed in the compromised host by querying ""SOFTWARE\WOW6432Node\Clients\StartMenuInternet"" or ""SOFTWARE\Clients\StartMenuInternet"" registry",T1012
uses .NET Graphics class CopyFromScreen Function(),T1106
using Windows CryptProtectData() API.,T1106
cracking browser sensitive information like passwords,T1110
The decrypted password will be sent to its C2 Server as part of its data exfiltration.,T1041
it enumerates several known Crypto Wallet directories and looks for files related to crypto currencies by looking for files having “wallet” substring on its file name.,T1083
"used a compiled remote desktop malware,",T1021.001
then executed RDPEnable on the infected machine.,T1021.001
There were also instances of the malware actors using PsEXEC to enable the remote desktop protocol (RDP) of a target system,T1021.001
It enumerates files and directories,T1083
File enumeration,T1083
"using FindFirstFileW, FindNextFileW, and FindClose APIs",T1083
For each directory it traverses,T1083
"using FindFirstFileW, FindNextFileW, and FindClose APIs",T1106
installing remote access software.,T1219
"actors used tools such as PCHunter, PowerTool, GMER, and Process Hacker to disable any security-related services running in the system.",T1562.001
by listing accessible local IPs,T1016
It checks for the number of processors in the infected system,T1082
Checking the number of processors,T1082
"This is a multi-stage attack that involves sideloading DLLs,",T1574.002
involves sideloading DLLs along,T1574.002
icon files with encrypted data appended to the end of the files.,T1027
"These encrypted strings,",T1027
"once decrypted, contained the C2 domains for additional malicious artifacts.",T1140
attempt to obtain system information,T1082
the malware attempts to retrieve additional malicious artifacts,T1105
Inject and execute DLLs,T1055
Manipulate processes (list,T1057
Manipulate files and directories (list,T1083
"Manipulate files and directories (list, download, upload, view, delete",T1070.004
"download, upload",T1105
Take screenshots,T1113
Execute commands via Command Prompt,T1059.003
executed using ShellExecute with the following command line:,T1059.003
This type of threats is usually delivered as email attachments.,T1566.001
Encoded binary payload,T1027
Encrypted and compressed payload,T1027
Start of encrypted and compressed loader configuration and payload,T1027
"an encoded payload split across several nodes, further complicating its extraction.",T1027
That node contains the encoded payload.,T1027
the encoded payload,T1027
"To hide the strings it uses during its execution, it primarily uses a simple encoding by subtracting 35 from each character of the original string and encoding the result with Base64",T1027
"Similar to decoding strings, the binary payload is extracted by decoding the data using Base64 and adding 35.",T1140
the resulting bytes are further decoded with xor 82.,T1140
The decoded payload,T1140
Once the payload is decoded,T1140
After decrypting and decompressing the payload,T1140
Decrypted and decompressed payload,T1140
Decodes sensitive memory regions in the current process with the same XOR key,T1140
it locates a packed and compressed payload,T1027
Injection type: Current process (1) or in the new process,T1055
Process to inject into,T1055
Process to inject into,T1055
this loader prepends a stub containing 79 bytes of junk instructions before the actual payload shellcode.,T1027
The bytes at 25 hardcoded offsets within this stub are replaced with random bytes to hinder shellcode detection.,T1027
"To launch the shellcode, the loader calls ZwCreateThreadEx to create a new suspended injection thread hidden from debuggers using the THREAD_CREATE_FLAGS_CREATE_SUSPENDED (0x01) and THREAD_CREATE_FLAGS_HIDE_FROM_DEBUGGER (0x4) thread creation flags.",T1055
by redirecting calls to the Windows Sleep API to its own function,T1106
communicates with the C2 server specified in the configuration via HTTP or HTTPS POST requests,T1071.001
shared with the C2 server on the initial check-in request (Figure 11) for encrypting subsequent data communicated between the agent and C2 server with AES-256-CTR.,T1573.001
the execution of the downloaded DLL via the tool rundll32.exe.,T1218.011
performs the download of a file,T1105
PowerShell script that downloads and executes a dropper,T1105
downloads a payload,T1105
malware dynamically calls the API NtAllocateVirtualMemory,T1106
AES Cryptographic Provider from WinCrypt APIs,T1106
the API Web RESTful that provides access to Microsoft Cloud service resources.,T1106
using the Microsoft Graph API,T1106
uses the Microsoft Graph API,T1106
decrypted using the RSA,T1140
The malware proceeds to de-obfuscate strings using a XOR loop,T1140
de-obfuscated strings:,T1140
decrypted through an AES-256-CBCdecryption algorithm,T1140
decrypted,T1140
the decrypted content,T1140
The code in the injected PE,T1055
"injects in itself a new PE (Portable Executable) file,",T1055
passes the execution to the region of memory in which the copied PE is allocated,T1055
the imported code dynamically calls VirtualAlloc to allocate a new region of memory in which a new PE file is copied.,T1055
the full HTTP request to make the first connection to the C&C,T1071.001
enumerating the child files in the check OneDrive subdirectory.,T1083
The execution triggers the setting of the following registry key,T1112
triggered when the user starts the presentation mode and moves the mouse,T1204.002
triggered when the user starts the presentation mode and moves the mouse,T1204.002
"A new file, again with a JPEG extension",T1027
to run the subsequent BAT scripts,T1059.003
the attacker’s BAT file to run,T1059.003
The BAT script,T1059.003
a BAT file (4.2) to be run on logon as another UI she will,T1059.003
executes another BAT script,T1059.003
Some variants used a known UAC bypass method abusing the legitimate fodhelper.exe,T1548.002
UAC bypass implementation,T1548.002
"If it fails, it sets in the registry",T1112
Register a new service,T1543.003
a new service that will run its VBS script (4.1) using sc.exe.,T1569.002
the malicious executable to unpack itself.,T1027
"which is unpacked only when run with a unique password, allow evading traditional signature-based detection.",T1027
decrypting and running the ransomware,T1140
The user is then prompted to open the single visible shortcut (2) file.,T1204.002
contains obfuscated VBA scripts or a binary with a JPG extension,T1027
to trick users into opening the malicious attachments in,T1204.002
"If a target opens the malicious attachment,",T1204.002
using three possible types of messages to try to get a target to open the email and malicious attachment.,T1204.002
"The attachment, if opened,",T1204.002
spear phishing emails pretending to be from financial vendors or partners to trick users into opening the malicious attachments in the emails.,T1566.001
a malicious attachment sent via phishing emails,T1566.001
"the malicious attachment,",T1566.001
the email and malicious attachment.,T1566.001
sends emails pretending to be related to a shipment notice for the target which contain a malicious attachment.,T1566.001
Both send information to command and control (C2) servers,T1041
keylogging every tap,T1056.001
obtain logs of the infected machine’s keystrokes,T1056.001
exfiltrate data from messaging applications such as WhatsApp and Viber,T1005
The malware can deliver payloads from the command and control (C2) server,T1105
take screenshots,T1113
"This version of CEIDPageLock has VMProtect, which makes analysis and unpacking difficult",T1027
then proceeded to dump credentials from LSASS.,T1003.001
the threat actors again used Get-System to elevate and then dumped LSASS.,T1003.001
"Cobalt Strike beacons accessing LSASS on multiple occasions, on almost every compromised host.",T1003.001
threat actor injected into a dllhost.exe process,T1055
which is then injected into svchost and dllhost.,T1055
Process injection was observed during the intrusion,T1055
direct Cobalt Strike processes and the injected processes,T1055
"injecting into multiple other processes, such as explorer.exe and svchost.exe, to execute further payloads.",T1055
dumped from an injection into the SearchIndexer process,T1055
This was achieved by transferring a Cobalt Strike DLL over SMB,T1570
the SMB lateral transfer of one of the Atera Agent MSI installers (1.msi) used to gain access laterally on a host and provide persistence for later access.,T1570
SMB to transfer DLL's into the ProgramData folder of hosts for purposes of lateral movement.,T1570
and executing via a remote service on another workstation.,T1569.002
using a batch file named find.bat.,T1059.003
Windows discovery commands,T1059.003
using a batch script,T1059.003
batch script,T1059.003
basic discovery tasks on the host using built in Windows utilities.,T1059.003
C:\Windows\system32\cmd.exe /C,T1059.003
C:\Windows\system32\cmd.exe /C,T1059.003
C:\Windows\system32\cmd.exe /C,T1059.003
C:\Windows\system32\cmd.exe /C,T1059.003
C:\Windows\system32\cmd.exe /C,T1059.003
C:\Windows\system32\cmd.exe /C,T1059.003
via the find.bat batch script.,T1059.003
which was then fed to a batch script,T1059.003
"The batch file contained one line,",T1059.003
began enumerating the network using native Windows binaries,T1059.003
via the interactive she will,T1059.003
wrote a registry run key for persistence,T1547.001
used a registry run key to maintain persistence.,T1547.001
systeminfo,T1082
systeminfo,T1082
C:\Windows\system32\cmd.exe /C systeminfo,T1082
ipconfig,T1016
ipconfig /all,T1016
sending new emails with attached xls and zip files.,T1566.001
The document came in via email in the form of a zip file which included an xls file.,T1566.001
"The emails were sent through various compromised email accounts, propagating additional malicious xls files",T1566.001
Using the remote admin tools,T1219
the threat actor deployed several Atera/Splashtop remote access tools across the environment as an alternative means of access to the environment,T1219
Threat actors used Atera and Splashtop remote access tools on two compromised hosts during the intrusion.,T1219
after a user opened an Excel document and enabled macros.,T1204.002
To deobfuscate the document the tool xlmdeobfuscator was used with the following output.,T1140
After deobfuscation,T1140
used process hollowing to launch under the context of the Dllhost.exe process,T1055
"the following URLs are hard coded, and obfuscated",T1027
to download the second stage.,T1105
malware pulled down and executed a Cobalt Strike payload on,T1105
ran another round of discovery activity with native windows utilities,T1059.003
cmd.exe /C,T1059.003
“C:\Windows\System32\cmd.exe” CommandLine: “C:\Windows\system32\cmd.exe /c,T1059.003
cmd.exe /C,T1059.003
C:\Windows\system32\cmd.exe /C gpupdate,T1059.003
C:\Windows\system32\cmd.exe /C gpupdate,T1059.003
C:\Windows\system32\cmd.exe /C gpupdate,T1059.003
C:\Windows\system32\cmd.exe /C gpupdate,T1059.003
whoami.exe,T1033
cmd.exe /C whoami,T1033
The threat actors continued by moving laterally to the domain controllers on the network using SMB to transfer and execute a Cobalt Strike Beacon,T1570
"the threat actors used PsExec, to copy and execute a Cobalt Strike Beacon DLL on most of the systems in the network.",T1570
"They utilized RDP,",T1021.001
the threat actor was seen establishing RDP connections,T1021.001
"Cobalt Strike was used to enable RDP,",T1021.001
remotedesktop mode = enable cmd,T1021.001
RDP connections were established from the beachhead host to systems throughout the environment,T1021.001
details of the RDP session,T1021.001
"the initial vector used by the threat actor was a zip file, which included a malicious JavaScript file, delivered through a phishing campaign.",T1566.001
"This RDP activity was being proxied through the IcedID process running on that host, to a remote proxy over port 8080.",T1090
"in an effort to evade any detection and prevention mechanisms, they disabled Windows Defender",T1562.001
"To evade detection, the threat actors disabled Windows Defender",T1562.001
they disabled Windows Defender via a group policy modification.,T1484.001
by adding the below to an already linked GPO.,T1484.001
They then force updated the GPO on all clients using Cobalt Strike.,T1484.001
Cobalt Strike Beacon was dropped and executed on the system,T1105
was executed via rundll32.exe,T1218.011
including the computer name and the OS version of the compromised system were sent,T1082
cmd.exe /C reg add,T1112
HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\DisableAntiSpyware DeleteValue,T1112
HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Monitoring\DisableRealtimeMonitoring DeleteValue,T1112
HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Monitoring\DisableBehaviorMonitoring DeleteValue,T1112
HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Monitoring\DisableIntrusionPreventionSystem DeleteValue,T1112
HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection DeleteKey,T1112
The threat actor used a redirector (38.135.122[.]194:8080) to proxy the RDP traffic being passed,T1090
This proxied traffic,T1090
"LSASS was accessed by an unusual process “runonce.exe” on multiple hosts, including a domain controller.",T1003.001
systems injected the Conti DLL into memory,T1055
web application vulnerabilities,T1190
exploiting vulnerabilities in Apache and Apache Spark (CVE-2021-42013 and CVE-2022-33891,T1190
GrandstreamCVE-2020-25223WebAdmin of Sophos SG UTMCVE-2021-42013ApacheCVE-2022-31137Roxy-WICVE-2022-33891Apache SparkZSL-,T1190
"CVE-2018-12613, a phpMyAdmin vulnerability that could allow threat actors to view or execute files",T1190
propagating through brute force attacks on vulnerable devices with insecure configurations that use default or weak credentials,T1110
default or weak credentials,T1078
using a combination of eight common usernames and 130 passwords,T1110
malicious payload,T1105
downloads,T1105
downloads the Zerobot binary,T1105
download and execute binaries of various architectures until it succeeds,T1105
"download this RAT,",T1105
identify the architecture,T1082
copies itself to the Startup folder,T1547.001
methodDescriptionUDP_LEGITSends UDP packets without data,T1095
TCP_HANDSHAKEFloods with TCP handshakes.TCP_SOCKETContinuously sends random payloads on an open TCP socket.,T1095
TLS_SOCKETContinuously sends random payloads on an open TLS socket.,T1095
"methodDescriptionUDP_RAWSends UDP packets where the payload is customizable.ICMP_FLOODSupposed to be an ICMP flood, but the packet is built incorrectly.TCP_CUSTOMSends TCP packets where the payload and flags are fully customizable.TCP_SYNSends SYN packets.TCP_ACKSends ACK packets.TCP_SYNACKSends SYN-ACK packets.TCP_XMASChristmas tree attack (all TCP flags are set).",T1095
HTTP_HANDLESends HTTP GET requests using a Golang standard library.HTTP_RAWFormats and sends HTTP GET requests.HTTP_BYPASSSends HTTP GET requests with spoofed headers.HTTP_NULLHTTP headers are each one random byte (,T1071.001
Zerobot HTTP requests,T1071.001
"open-source remote administration tool (RAT) with various features such as managing processes, file operations, screenshotting, and running commands.",T1219
running commands,T1059.003
"screenshotting,",T1113
This attachment (unless zipped) is the MyDoom executable.,T1566.001
"executables attached to its phishing e-mails have an extension hidden by default by most Windows deployments (.cmd, .scr, .com, etc.).",T1566.001
the file is a 32-bit Windows executable packed using the UPX (Ultimate Packer for Executables) packer (https://en.wikipedia.org/wiki/UPX) to compress and make it more difficult to analyze.,T1027
The packer decompresses and executes,T1027
"Upon execution, an attempt to alter the Windows firewall settings is made.",T1562.001
"makes a copy of itself, places it in the “Temp” folder (C:\Users\<user>\AppData\Local\Temp), and changes the name to a known Windows application/process.",T1036.005
The activity thereafter included dumps of LSASS,T1003.001
process enumerations.,T1057
then launched by cmd.exe,T1059.003
the executable ‘3ujwy2rz7v.exe’ was downloaded,T1105
that uses command and control servers to collect information on compromised systems,T1041
A user had to click on this in order to execute the malware.,T1204.002
the malware immediately begins to look for EDR and antivirus software.,T1518.001
Phishing emails spoof legitimate senders to deliver RokRAT via LNK files,T1566.001
Email attachments mimic legitimate documents,T1566.001
several Zip Archives files hosting multiple lure documents likely sent via phishing campaigns,T1566.001
targets for phishing emails containing this type of decoy document.,T1566.001
"campaigns typically begin with a phishing email with a ZIP file attachment, containing a LNK file disguised as a Word document",T1566.001
containing obfuscated PowerShell scripts,T1027
the obfuscation technique for the dropped files being hex-encoding vs. string concatenation,T1027
"contain an encoded PowerShell,",T1027
PowerShell scripts in charge of downloading a second stage RokRAT shellcode,T1105
file download/upload,T1105
to start the download process,T1105
downloads the payload,T1105
keylogging,T1056.001
"Optical Disc Image files (ISO) containing LNK files that had slightly modified PowerShell scripts, and Hangul Word Processor decoy documents",T1027
The ISO files that X-Force observed contained a LNK file,T1027
a JPEG decoy file are dropped,T1027
the JPEG decoy file,T1027
a batch file,T1059.003
a batch file,T1059.003
drop batch files,T1059.003
then the payload is executed using Windows API functions (VirtualProtect).,T1106
"the payload that is decoded using the first byte as a key,",T1140
packed into a Windows executable file,T1027
stealing sensitive data from the victim’s networks.,T1005
the adversary identifies data of interest from the network of the victim,T1005
"This can be anything from file and directory-listings, configuration files, manuals, email stores in the guise of OST- and PST-files, file shares with intellectual property (IP), and data scraped from memory.",T1005
the adversary collected the data from various sources within the victim’s network.,T1005
Credential theft and password spraying,T1110
"password spraying attack against the victim’s remote services,",T1110
"With this list of administrator-accounts, the adversary performs another password spraying attack until a valid admin account is compromised",T1110
"The adversary started a password spraying attack against those domain admin accounts,",T1110
The user account was possibly compromised on the Linux server by using credential stuffing or password spraying:,T1110
Logfiles on the Linux-system show traces which can be attributed to a credential stuffing or password spraying attack.,T1110
Password spraying,T1110
or password spraying.,T1110
This adversary starts with obtaining usernames,T1033
The built-in Windows quser-command to show logged on users is also heavily used by them.,T1033
"To identify if privileged users are active on remote servers, the adversary makes use of PsLogList from Microsoft Sysinternals",T1033
to identify if privileged users are active on the systems,T1033
These credentials are used in a credential stuffing,T1110
The user account was possibly compromised on the Linux server by using credential stuffing,T1110
Logfiles on the Linux-system show traces which can be attributed to a credential stuffing or password spraying attack.,T1110
credential stuffing,T1110
more specifically by credential stuffing,T1110
"After obtaining a valid account, they use this account to access the victim’s VPN, Citrix or another remote service that allows access to the network of the victim.",T1078
"With this valid admin account, a Cobalt Strike beacon is loaded into memory of patient zero.",T1078
the adversary used the valid account to directly login,T1078
The threat used valid accounts against remote services:,T1078
the adversary accessed the company portal with the valid account.,T1078
"cloud drive, or other cloud resources accessible by the compromised account.",T1078
"the adversary now armed with the valid account, was able to access a document stored in SharePoint Online, part of Microsoft Office 365.",T1078
starts using the Cobalt Strike beacon for remote access and command and control.,T1219
"If the obtained valid account is already member of the domain admins group, the first lateral move in the network is usually to a domain controller",T1078
"After this the adversary dumps the domain admin credentials from the memory of this machine, continues lateral moving through the network,",T1078
"and finds the trust relationships and jump hosts, attempting to move into the other domains and security zones.",T1078
successfully got a valid domain admin account this way.,T1078
"In other cases, the adversary moved laterally to another system with a domain admin logged in.",T1078
"This can be anything from file and directory-listings,",T1083
"the adversary copying results of the discovery phase, like file- and directory lists from local systems,",T1083
"If the data is small enough, it is exfiltrated through the command and control channel of the Cobalt Strike beacons.",T1041
The adversary uses the command and control channel to exfiltrate small amounts of data.,T1041
adversary executes Cobalt Strike’s built-in Mimikatz to dump its password hashes.,T1003.001
We observed the use of Mimikatz on this system and saw the hashes of the logged in domain admin account going,T1003.001
the actor executes Cobalt Strike’s built-in Mimikatz to dump its credentials or password hash,T1003.001
", staged on another system of the victim, and from there copied to a OneDrive-account controlled by the adversary.",T1074.001
Files and folders of interest are collected as well and staged for exfiltration.,T1074.001
We have seen the adversary staging data on a remote system or on the local system.,T1074.001
This activity group always uses a renamed version of rar.exe.,T1036.005
The adversary copied those tools over SMB from compromised system to compromised system wherever they needed these tools.,T1570
The DLL’s used were side-loaded in memory on compromised systems.,T1574.002
File deletion,T1070.004
Use scheduled tasks,T1053.005
The adversary heavily relies on scheduled tasks for executing a batch-file (.bat) to perform their tasks.,T1053.005
"An example of the creation of such a scheduled task by the adversary: schtasks /create /ru ""SYSTEM"" /tn ""update"" /tr ""cmd /c c:\windows\temp\update.bat"" /sc once /f /st 06:59:00",T1053.005
batch files for automation.,T1059.003
"The batch-files appear to be used to load the Cobalt Strike beacon, but also to perform discovery commands on the compromised system.",T1059.003
executing a batch-file (.bat) to perform their tasks.,T1059.003
They switched to C2 encapsulated in HTTPS in Q3 2019.,T1071.001
the adversary achieving credentials access by brute force,T1110
The adversary installs a hackers best friend during the intrusion: Cobalt Strike.,T1105
"the adversary also searches for VPN and firewall configs,",T1518.001
"This lures users to double-click the graphic to view the content,",T1204.002
Malicious documents that implement this technique require users to double-click a document element.,T1204.002
capturing screenshots,T1113
and enumerating files and drives,T1083
establish persistence by creating a registry key under \SOFTWARE\Microsoft\Windows\CurrentVersion\Run only if the victim’s machine name differs.,T1547.001
include exfiltrating system information,T1005
"implement different obfuscation techniques of varying intensities, for example, simple function name malformation and dynamic string resolution.",T1027
the obfuscation techniques used,T1027
"obfuscated using Crypto Obfuscator,",T1027
malicious dynamic link library (DLL) file that is eventually side-loaded to the application.,T1574.002
to a side-loading vulnerability that,T1574.002
"We have seen the payload delivered in diverse ways including DLL side-loading,",T1574.002
abuse legitimate applications vulnerable to DLL side-loading attack.,T1574.002
DLL Side-Loading,T1574.002
"A benign, legitimate executable abused to side-load the malicious DLL",T1574.002
The malicious side loaded DLL,T1574.002
WDSyncService.exe executable abused to side-load a malicious DLL,T1574.002
Side loaded malicious DLL,T1574.002
abused to side-load the malicious DLL.,T1574.002
executable abused to side-load malicious DLL,T1574.002
DLL Side-Loading,T1574.002
DLL Side-Loading,T1574.002
that is abused to side-load a malicious DLL,T1574.002
executable that dropped a legitimate WD Discovery app to side-load the malicious WDLocal.dll,T1574.002
side-loads malicious WDLocal.dll The side-loaded DLL,T1574.002
DLL side-loading is a highly effective technique for tricking Windows systems into loading malicious code.,T1574.002
Adversaries use side-loading attacks for execution,T1574.002
"Once the executable starts running, it side-loads the malicious DLL",T1574.002
to lure victims into downloading a malicious file,T1204.002
"designed to steal sensitive information, including login data, cookies, and Facebook ad and business account information.",T1005
"The scripts are encoded using different techniques,",T1027
(base64 encoded with string replacements),T1027
uses are compressed and encrypted,T1027
Base64 encoded string with several string replacements.,T1027
self-written extensions that obfuscate the PHP scripts.,T1027
And malicious payloads are also sometimes encrypted/packed or obfuscated,T1027
obfuscated with SmartAssembly,T1027
base64 encoded with some string modifications,T1027
"it downloads the file from its command and control (C2) server,",T1105
they are downloaded from the C2,T1105
"executes, it drops a PHP application with additional files",T1105
Download and run,T1105
Downloads a file from the given URL and executes it with the given arguments.,T1105
the given task the downloaded file,T1105
the new stealer is downloaded and executed,T1105
Upload file function,T1105
then decodes and executes it.,T1140
"In the main thread the SFX/ZIP file is executed/decompressed,",T1140
DLL that decodes and drops three files,T1140
It starts with de-obfuscating the next stage (string replacements + base64 decoding),T1140
"Once decoded, this executable, written in Rust and compiled with Cargo, gets the current date and time, and decrypts Chromium-based browsers’ encryption key",T1140
It does this by decoding the rss.txt into an executable,T1140
the executable decodes and drops the next stage,T1140
it creates a scheduled task that runs the Rust executable by passing it as an argument to rhc.exe.,T1053.005
registers a new scheduled task to trigger every day and repeat every hour with option “d” as an argument.,T1053.005
Creates a scheduled task to be executed with d as an argument,T1053.005
Responsible for installing persistence via scheduled tasks,T1053.005
The attacker must know the time to set it in the scheduled task.,T1053.005
createTS—creates scheduled task. createLG—creates scheduled task at logon,T1053.005
"it creates a scheduled task that executes the updated routine, which triggers at log-on and every 30 minutes.",T1053.005
registers two scheduled tasks:,T1053.005
embeds legitimate DLLs using the SmartAssembly feature,T1027
"Once the execution completes, the file is deleted to leave no evidence on the machine.",T1070.004
the file is deleted to remove evidence from the machine.,T1070.004
passes this command line as an argument,T1059.003
"Gets a command to run, executes it",T1059.003
Gets command from C2 and executes it,T1059.003
Executable that accepts an executable as an argument and executes it with hidden console,T1059.003
“wmic os get LocalDateTime /value”.,T1047
to steal the victim’s Facebook information and send it back to the C2.,T1041
Extract victim’s sensitive Facebook data using the graph API and send the results to a C2 server,T1041
The malware can extract this information and send it to its command and control (C2) server,T1041
API functions.,T1106
API calls,T1106
the API calls,T1106
calls point to a suspicious API,T1106
"creation functions like NtCreateUserProcess, NtCreateProcessEx, CreateProcessInternalW, CreateProcessA or CreateProcessW.",T1106
an exported function from one of the Windows libraries,T1106
suspicious APIs often used in code injection techniques like CreateRemoteThread or NtSetContextThread.,T1106
frequently called API function,T1106
critical APIs,T1106
Microsoft Outlook Messaging API (MAPI) module,T1106
process creation library functions,T1106
calls the NtProtectVirtualMemory function where the NewAccessProtection argument is PAGE_EXECUTE_READWRITE and the BaseAddress argument is an address to a library function,T1106
uses a variation of AtomBombing that queues an APC to call memset to clean an RW region in ntdll.dll.,T1055
dispatch an asynchronous procedure call (APC) to the APC queue of a target process thread using NtQueueApcThread,T1055
the injector process dispatches another APC using NtQueueApcThread to force the remote process to execute NtSetContextThread.,T1055
it queues an APC into the patched GlobalGetAtomA to get the payload running.,T1055
"APC routine argument in the case of NtQueueApcThread,",T1055
"AtomBombing is the write-primitive, which allows writing to the remote process using atom tables and APC.",T1055
AtomBombing Injection Technique,T1055
AtomBombing is a technique that allows malware to inject code while avoiding calling suspicious APIs,T1055
"Malware using the AtomBombing technique first writes the payload into the global atom table, which can be accessed by all processes.",T1055
uses a slightly modified AtomBombing technique that injects one of its stages into a Windows process,T1055
the malware can read HTTP-POST headers,T1071.001
injects the main bot into svchost.exe.,T1055
Injected Processes,T1055
Process Injection via Hooking,T1055
use this technique to inject themselves into other processes,T1055
"they inject their main bot into a Windows process, and then inject their other modules into different processes according to the module’s purpose",T1055
an injection into a web browser process.,T1055
injected thread,T1055
they suspend the remote process threads,T1055
The injected process,T1055
goes through processes one by one,T1057
used to steal victims’ sensitive data.,T1005
injects its main bot into a hollowed instance of svchost.exe,T1055
"implemented process hollowing by first using VirtualProtectEx on the process entrypoint, and then writing the hook stub using WriteProcessMemory.",T1055
