"Time","No.","Source","Destination","Protocol","Length","Info"
"33.299298","3181","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=433762 Win=65442 Len=0"
"33.299009","3182","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.299014","3183","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.299492","3184","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=436642 Win=65442 Len=0"
"33.299019","3185","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.299023","3186","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.299722","3187","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=439522 Win=65442 Len=0"
"33.300016","3188","10.0.2.3","192.168.232.2","DNS","87","Standard query response 0x4851 Server failure A analytics.seattleclouds.com"
"33.300028","3189","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.300123","3190","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.300416","3191","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=442402 Win=65442 Len=0"
"33.300130","3192","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.300135","3193","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.300617","3194","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=445282 Win=65442 Len=0"
"33.300192","3195","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.300198","3196","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data, Application Data"
"33.300971","3197","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=448162 Win=65442 Len=0"
"33.301166","3198","142.250.182.67","192.168.232.2","TLSv1.2","1192","Application Data, Application Data"
"33.301887","3199","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=449300 Win=65442 Len=0"
"33.304232","3200","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.304441","3201","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.304514","3202","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=451912 Win=65442 Len=0"
"33.313320","3203","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.313758","3204","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.313925","3205","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=454524 Win=65442 Len=0"
"33.313783","3206","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.313788","3207","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.314001","3208","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=457136 Win=65442 Len=0"
"33.314126","3209","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.314138","3210","142.250.182.67","192.168.232.2","TLSv1.2","1226","Application Data [TCP segment of a reassembled PDU]"
"33.314200","3211","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=459748 Win=65442 Len=0"
"33.314258","3212","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.314391","3213","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.314434","3214","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=462360 Win=65442 Len=0"
"33.314530","3215","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.314716","3216","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.314759","3217","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=464972 Win=65442 Len=0"
"33.314963","3218","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.315120","3219","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.315172","3220","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=467584 Win=65442 Len=0"
"33.341697","3221","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.341966","3222","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.342045","3223","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=470196 Win=65442 Len=0"
"33.342254","3224","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.348703","3225","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.348954","3226","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=472808 Win=65442 Len=0"
"33.349160","3227","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.349326","3228","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.349386","3229","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=475420 Win=65442 Len=0"
"33.350193","3230","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.350239","3231","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.350503","3232","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=478032 Win=65442 Len=0"
"33.350933","3233","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.350955","3234","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.351169","3235","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=480644 Win=65442 Len=0"
"33.350960","3236","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.353836","3237","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data, Application Data"
"33.354049","3238","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=483256 Win=65442 Len=0"
"33.356516","3239","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.368735","3240","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.368930","3241","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=485868 Win=65442 Len=0"
"33.372540","3242","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.372594","3243","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.372896","3244","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=488480 Win=65442 Len=0"
"33.372948","3245","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.386719","3246","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.387004","3247","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=491092 Win=65442 Len=0"
"33.387130","3248","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.387333","3249","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.387418","3250","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=493704 Win=65442 Len=0"
"33.387602","3251","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.387806","3252","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.387883","3253","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=496316 Win=65442 Len=0"
"33.388090","3254","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.388327","3255","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.388402","3256","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=498928 Win=65442 Len=0"
"33.388644","3257","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.389098","3258","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.389253","3259","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=501540 Win=65442 Len=0"
"33.389340","3260","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.389526","3261","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.389605","3262","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=504152 Win=65442 Len=0"
"33.389828","3263","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.408808","3264","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.409038","3265","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=506764 Win=65442 Len=0"
"33.409181","3266","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.414575","3267","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data, Application Data, Application Data"
"33.414820","3268","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=509376 Win=65442 Len=0"
"33.422750","3269","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.427445","3270","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.427625","3271","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=511988 Win=65442 Len=0"
"33.430096","3272","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.430339","3273","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.430419","3274","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=514600 Win=65442 Len=0"
"33.430564","3275","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.430844","3276","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.430926","3277","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=517212 Win=65442 Len=0"
"33.431064","3278","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.431398","3279","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.431503","3280","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=519824 Win=65442 Len=0"
"33.431634","3281","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.431838","3282","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.431921","3283","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=522436 Win=65442 Len=0"
"33.432109","3284","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.432430","3285","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.432511","3286","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=525048 Win=65442 Len=0"
"33.432710","3287","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.452134","3288","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.452391","3289","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=527660 Win=65442 Len=0"
"33.452193","3290","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.455624","3291","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.456004","3292","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=530272 Win=65442 Len=0"
"33.456446","3293","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.456469","3294","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.456644","3295","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=532884 Win=65442 Len=0"
"33.460188","3296","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.460517","3297","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.460592","3298","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=535496 Win=65442 Len=0"
"33.463836","3299","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data, Application Data"
"33.464044","3300","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.464094","3301","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=538108 Win=65442 Len=0"
"33.464313","3302","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.464620","3303","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.464697","3304","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=540720 Win=65442 Len=0"
"33.468026","3305","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.468243","3306","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.468310","3307","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=543332 Win=65442 Len=0"
"33.468487","3308","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.468939","3309","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.469051","3310","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=545944 Win=65442 Len=0"
"33.469222","3311","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.469750","3312","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.469905","3313","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=548556 Win=65442 Len=0"
"33.469975","3314","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.473197","3315","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.473320","3316","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=551168 Win=65442 Len=0"
"33.491770","3317","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.495693","3318","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.496023","3319","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=553780 Win=65442 Len=0"
"33.496110","3320","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.496117","3321","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.496189","3322","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=556392 Win=65442 Len=0"
"33.496259","3323","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.500435","3324","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.500693","3325","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=559004 Win=65442 Len=0"
"33.501175","3326","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.501202","3327","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.501318","3328","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=561616 Win=65442 Len=0"
"33.503900","3329","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.504214","3330","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.504293","3331","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=564228 Win=65442 Len=0"
"33.504372","3332","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.504789","3333","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.504954","3334","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=566840 Win=65442 Len=0"
"33.505102","3335","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.510329","3336","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.510585","3337","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=569452 Win=65442 Len=0"
"33.510926","3338","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.510967","3339","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.511328","3340","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=572064 Win=65442 Len=0"
"33.510973","3341","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.511430","3342","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.511476","3343","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=574676 Win=65442 Len=0"
"33.511607","3344","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data, Application Data"
"33.516699","3345","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.516908","3346","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=577288 Win=65442 Len=0"
"33.517288","3347","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.529819","3348","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.530112","3349","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=579900 Win=65442 Len=0"
"33.530532","3350","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.530562","3351","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.530814","3352","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=582512 Win=65442 Len=0"
"33.530567","3353","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.530584","3354","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.530892","3355","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=585124 Win=65442 Len=0"
"33.543102","3356","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.543438","3357","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.543543","3358","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=587736 Win=65442 Len=0"
"33.550203","3359","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.550257","3360","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.550544","3361","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=590348 Win=65442 Len=0"
"33.550808","3362","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.550822","3363","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.550927","3364","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=592960 Win=65442 Len=0"
"33.550827","3365","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.550831","3366","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.550993","3367","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=595572 Win=65442 Len=0"
"33.552616","3368","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.553068","3369","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.553230","3370","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=598184 Win=65442 Len=0"
"33.553095","3371","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.571636","3372","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.571861","3373","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=600796 Win=65442 Len=0"
"33.583135","3374","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.583714","3375","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.583845","3376","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=603408 Win=65442 Len=0"
"33.583728","3377","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.583733","3378","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.583921","3379","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=606020 Win=65442 Len=0"
"33.584113","3380","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.584123","3381","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data, Application Data"
"33.584190","3382","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=608900 Win=65442 Len=0"
"33.584127","3383","142.250.182.67","192.168.232.2","TLSv1.2","1092","Application Data [TCP segment of a reassembled PDU]"
"33.584279","3384","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.584317","3385","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=611244 Win=65442 Len=0"
"33.584394","3386","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.584587","3387","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.584630","3388","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=613856 Win=65442 Len=0"
"33.588788","3389","142.250.182.67","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"33.588828","3390","142.250.182.67","192.168.232.2","TLSv1.2","1226","Application Data [TCP segment of a reassembled PDU]"
"33.589025","3391","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=616468 Win=65442 Len=0"
"33.591737","3392","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.591889","3393","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=617774 Win=65442 Len=0"
"33.612526","3394","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.612829","3395","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.612925","3396","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=620386 Win=65442 Len=0"
"33.615780","3397","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.615934","3398","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.615969","3399","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=622998 Win=65442 Len=0"
"33.619431","3400","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.619590","3401","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.619618","3402","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=625610 Win=65442 Len=0"
"33.619707","3403","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.619873","3404","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.619902","3405","192.168.232.2","142.250.182.67","TCP","54","44909  >  443 [ACK] Seq=8472 Ack=628222 Win=65442 Len=0"
"33.620016","3406","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"33.620233","3407","142.250.182.67","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
